story_id,factuality,bias,NL_grammar_mechanics_check,FOL,proof_correctness,Corrected Premises - NL,Premises - NL,Conclusions - NL,Corrected Conclusions - NL,Truth Value,"Premises 
used",Derivation,Derivation - Corrected,"Derivation 
index",Inference rule,Premises - FOL - corrected - optimized,Premises - FOL - corrected,Premises - FOL,Corrected Conclusions - FOL  - optimized,Corrected Conclusion - FOL ,Conclusion - FOL,comment on FOL,comment on Bias
41,,,CHECKED,,,,"Federico Garcia Lorca was a talented Spanish poet, and he supported the Popular Front.
The Spanish Nationalists opposed anyone who supported the Popular Front
Talented poets are popular.
Spanish Nationalists killed anyone who they opposed and who was popular.
Daniel supported the Popular Front but was not popular.",Daniel was not killed by the Spanish Nationalists.,,U,,,,,,,"TalentedPoet(lorca) ∧ SupportPopulists(lorca)
∀x (SupportPopulists(x) → Opposed(nationalists, x))
∀x (TalentedPoet(x) → Popular(x))
∀x (Opposed(nationalists, x) ∧ Popular(x) → Killed(nationalists, x))
SupportPopulists(daniel) ∧ ¬Popular(daniel)","TalentedPoet(lorca) ∧ SupportPopulists(lorca)
∀x (SupportPopulists(x) → Opposed(nationalists, x))
∀x (TalentedPoet(x) → Popular(x))
∀x (Opposed(nationalists, x) ∧ Popular(x) → Killed(nationalists, x))
SupportPopulists(daniel) ∧ ¬Popular(daniel)",,"¬Killed(nationalists, daniel)","¬Killed(nationalists, daniel)",,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
41,,,CHECKED,,,,"Federico Garcia Lorca was a talented Spanish poet, and he supported the Popular Front.
The Spanish Nationalists opposed anyone who supported the Popular Front
Talented poets are popular.
Spanish Nationalists killed anyone who they opposed and who was popular.
Daniel supported the Popular Front but was not popular.",Lorca was killed by the Spanish Nationalists.,,T,,,,,,,"TalentedPoet(lorca) ∧ SupportPopulists(lorca)
∀x (SupportPopulists(x) → Opposed(nationalists, x))
∀x (TalentedPoet(x) → Popular(x))
∀x (Opposed(nationalists, x) ∧ Popular(x) → Killed(nationalists, x))
SupportPopulists(daniel) ∧ ¬Popular(daniel)","TalentedPoet(lorca) ∧ SupportPopulists(lorca)
∀x (SupportPopulists(x) → Opposed(nationalists, x))
∀x (TalentedPoet(x) → Popular(x))
∀x (Opposed(nationalists, x) ∧ Popular(x) → Killed(nationalists, x))
SupportPopulists(daniel) ∧ ¬Popular(daniel)",,"Killed(nationalists, lorca)","Killed(nationalists, lorca)",,
,,,,,,,,,,,1,Lorca was a talented Spanish poet.,,D1,conjunction elimination,,,,,,,,
,,,,,,,,,,,1,Lorca supported the Popular Front.,,D2,conjunction elimination,,,,,,,,
,,,,,,,,,,,"D1, 3",Lorca was popular.,,D3,universal instantiation,,,,,,,,
,,,,,,,,,,,"D2, 2",The Spanish Nationalists opposed Lorca.,,D4,universal instantiation,,,,,,,,
,,,,,,,,,,,"D3, D4",The Spanish Nationalists opposed Lorca and Lorca was popular.,,D5,conjunction introduction,,,,,,,,
,,,,,,,,,,,"D5, 4",Spanish Nationalists killed Lorca.,,D6,universal instantiation,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
42,,,CHECKED,,,,"James Cocks was a British lawyer.
James Cocks was a Whig politician who sat in the House of Commons.
A British is a European.
Any lawyer is familiar with laws.
Some Whigs speak French.",No lawyer ever sat in the House of Commons.,,F,,,,,,,"British(james) ∧ Lawyer(james)
Whig(james) ∧ Politician(james) ∧ SatInHouseOfCommons(james)
∀x (British(x) → European(x))
∀x (Lawyer(x) → FamiliarWithLaws(x))
∃x ∃y (Whig(x) ∧ SpeakFrench(x)) ∧ (¬(x=y)) ∧ (Whig(y) ∧ SpeakFrench(y))
","British(james) ∧ Lawyer(james)
Whig(james) ∧ Politician(james) ∧ SatInHouseOfCommons(james)
∀x (British(x) → European(x))
∀x (Lawyer(x) → FamiliarWithLaws(x))
∃x (Whig(x) ∧ SpeakFrench(x))",,∀x (Lawyer(x) → ¬SatInHouseOfCommons(x)),∀x (Lawyer(x) → ¬SatInHouseOfCommons(x)),,
,,,,,,,,,,,2,James Cocks sat in the House of Commons.,,D1,conjunction elimination,,,,,,,,
,,,,,,,,,,,"D1, 1",James Cocks was a lawyer who sat in the House of Commons.,,D2,conjunction introduction,,,,,,,,
,,,,,,,,,,,D2,Some lawyer sat in the House of Commons.,,D3,existential generalization,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
42,,,CHECKED,,,,"James Cocks was a British lawyer.
James Cocks was a Whig politician who sat in the House of Commons.
A British is a European.
Any lawyer is familiar with laws.
Some Whigs speak French.",Some European was familiar with laws.,,T,,,,,,,"British(jamesCocks) ∧ Lawyer(jamesCocks)
Whig(jamesCocks) ∧ Politician(jamesCocks) ∧ SatInHouseOfCommons(jamesCocks)
∀x (British(x) → European(x))
∀x (Lawyer(x) → FamiliarWithLaws(x))
∃x ∃y (Whig(x) ∧ SpeakFrench(x)) ∧ (¬(x=y)) ∧ (Whig(y) ∧ SpeakFrench(y))
","British(james) ∧ Lawyer(james)
Whig(james) ∧ Politician(james) ∧ SatInHouseOfCommons(james)
∀x (British(x) → European(x))
∀x (Lawyer(x) → FamiliarWithLaws(x))
∃x (Whig(x) ∧ SpeakFrench(x))",,∃x (European(x) ∧ FamiliarWithLaws(x)),∃x (European(x) ∧ FamiliarWithLaws(x)),,
,,,,,,,,,,,1,James Cocks was a British.,,D1,conjunction elimination,,,,,,,,
,,,,,,,,,,,"D1, 3",James Cocks was a a European.,,D2,universal instantiation,,,,,,,,
,,,,,,,,,,,1,James Cocks was a lawyer,,D3,conjunction elimination,,,,,,,,
,,,,,,,,,,,"D3, 4",James Cock was familiar with laws.,,D4,universal instantiation,,,,,,,,
,,,,,,,,,,,"D4, D2",James Cock was a European and familiar with laws.,,D5,conjunction introduction,,,,,,,,
,,,,,,,,,,,D5,Some European was familiar with laws.,,D6,existential generalization,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
42,,,CHECKED,,,,"James Cocks was a British lawyer.
James Cocks was a Whig politician who sat in the House of Commons.
A British is a European.
Any lawyer is familiar with laws.
Some Whigs speak French.",James Cocks speaks French.,,U,,,,,,,"British(jamesCocks) ∧ Lawyer(jamesCocks)
Whig(jamesCocks) ∧ Politician(jamesCocks) ∧ SatInHouseOfCommons(jamesCocks)
∀x (British(x) → European(x))
∀x (Lawyer(x) → FamiliarWithLaws(x))
∃x ∃y (Whig(x) ∧ SpeakFrench(x)) ∧ (¬(x=y)) ∧ (Whig(y) ∧ SpeakFrench(y))
","British(james) ∧ Lawyer(james)
Whig(james) ∧ Politician(james) ∧ SatInHouseOfCommons(james)
∀x (British(x) → European(x))
∀x (Lawyer(x) → FamiliarWithLaws(x))
∃x (Whig(x) ∧ SpeakFrench(x))",,SpeakFrench(james),SpeakFrench(james),,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
43,,,CHECKED,,,,"Imagine Dragons are an American pop-rock band.
The lead singer of Imagine Dragons is Dan.
Dan is also a songwriter.
All lead singers are singers.
All singers are musicians.
Demons is one of the most popular singles of Imagine Dragons.
Some singles of Imagine Dragons have been on Billboard Hot 100.",Some rock band has a lead singer who is also a songwriter.,,T,,,,,,,"American(imagineDragon) ∧ RockBand(imagineDragon)
LeadSinger(imagineDragon, dan)
SongWriter(dan)
∀x ∀y (LeadSinger(x, y) → Singer(y))
∀x (Singer(x) → Musician(x))
PopularSingle(imagineDragon, demons)
∃x ∃y (PopularSingle(imagineDragon, x) ∧ BillboardHot100(x)) ∧ (¬(x=y)) ∧ (PopularSingle(imagineDragon, y) ∧ BillboardHot100(y))","American(imagineDragon) ∧ RockBand(imagineDragon)
LeadSinger(imagineDragon, dan)
SongWriter(dan)
∀x ∀y (LeadSinger(x, y) → Singer(y))
∀x (Singer(x) → Musician(x))
PopularSingle(imagineDragon, demons)
∃x (PopularSingle(imagineDragon, x) ∧ BillboardHot100(x))",,"∃x ∃y (RockBand(x) ∧ LeadSinger(x, y) ∧ SongWriter(y))","∃x ∃y (RockBand(x) ∧ LeadSinger(x, y) ∧ SongWriter(y))",,
,,,,,,,,,,,1,Imagine Dragons is a rock band.,,D1,conjunction elimination,,,,,,,,
,,,,,,,,,,,"D1, 2",Imagine Dragon is a rock band whose lead singer is Dan.,,D2,conjunction introduction,,,,,,,,
,,,,,,,,,,,"D2, 3",Imagine Dragon is a rock band whose lead singer is Dan and Dan is also a songwriter.,,D3,conjunction introduction,,,,,,,,
,,,,,,,,,,,D3,Some rock band has a lead singer that is Dan and Dan is also a songwriter.,,D4,existential generalization,,,,,,,,
,,,,,,,,,,,D4,Some rock band has a lead singer who is also a songwriter.,,D5,existential generalization,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
43,,,CHECKED,,,,"Imagine Dragons are an American pop-rock band.
The lead singer of Imagine Dragons is Dan.
Dan is also a songwriter.
All lead singers are singers.
All singers are musicians.
Demons is one of the most popular singles of Imagine Dragons.
Some singles of Imagine Dragons have been on Billboard Hot 100.","Dan is not a musician.
",,F,,,,,,,"American(imagineDragon) ∧ RockBand(imagineDragon)
LeadSinger(imagineDragon, dan)
SongWriter(dan)
∀x ∀y (LeadSinger(x, y) → Singer(y))
∀x (Singer(x) → Musician(x))
PopularSingle(imagineDragon, demons)
∃x ∃y (PopularSingle(imagineDragon, x) ∧ BillboardHot100(x)) ∧ (¬(x=y)) ∧ (PopularSingle(imagineDragon, y) ∧ BillboardHot100(y))","American(imagineDragon) ∧ RockBand(imagineDragon)
LeadSinger(imagineDragon, dan)
SongWriter(dan)
∀x ∀y (LeadSinger(x, y) → Singer(y))
∀x (Singer(x) → Musician(x))
PopularSingle(imagineDragon, demons)
∃x (PopularSingle(imagineDragon, x) ∧ BillboardHot100(x))",,¬Musician(dan),¬Musician(dan),,
,,,,,,,,,,,"2, 4",Dan is a singer.,,D1,universal instantiation,,,,,,,,
,,,,,,,,,,,"D1, 5",Dan is a musician.,,D2,universal instantiation,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
43,,,CHECKED,,,,"Imagine Dragons are an American pop-rock band.
The lead singer of Imagine Dragons is Dan.
Dan is also a songwriter.
All lead singers are singers.
All singers are musicians.
Demons is one of the most popular singles of Imagine Dragons.
Some singles of Imagine Dragons have been on Billboard Hot 100.",Demons has been on Billboard Hot 100.,,U,,,,,,,"American(imagineDragon) ∧ RockBand(imagineDragon)
LeadSinger(imagineDragon, dan)
SongWriter(dan)
∀x ∀y (LeadSinger(x, y) → Singer(y))
∀x (Singer(x) → Musician(x))
PopularSingle(imagineDragon, demons)
∃x ∃y (PopularSingle(imagineDragon, x) ∧ BillboardHot100(x)) ∧ (¬(x=y)) ∧ (PopularSingle(imagineDragon, y) ∧ BillboardHot100(y))","American(imagineDragon) ∧ RockBand(imagineDragon)
LeadSinger(imagineDragon, dan)
SongWriter(dan)
∀x ∀y (LeadSinger(x, y) → Singer(y))
∀x (Singer(x) → Musician(x))
PopularSingle(imagineDragon, demons)
∃x (PopularSingle(imagineDragon, x) ∧ BillboardHot100(x))",,BillboardHot100(demons),BillboardHot100(demons),,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
44,,,CHECKED,,,,"Andrew Wilson is a British historian and political scientist.
Andrew Wilson specializes in all countries in Eastern Europe.
Poland is in Eastern Europe.
Andrew Wilson is born in Britain.
Britain is not in Eastern Europe.",Andrew Wilson is born in Eastern Europe.,,U,,,,,,,"British(andrewWilson) ∧ Historian(andrewWilson) ∧ PoliticalScientist(andrewWilson)
∀x (LocatedIn(x, easternEurope)→ SpecializeIn(andrewWilson, x))
LocatedIn(poland, easternEurope)
BornIn(andrewWilson, britain)
¬LocatedIn(britain, easternEurope)","British(andrewWilso) ∧ Historian(andrewWilso) ∧ PoliticalScientist(andrewWilso)
∀x (LocatedIn(x, easternEurope)→ SpecializeIn(andrew, x))
LocatedIn(poland, easternEurope)
BornIn(andrewWilson, easternEurope)
¬LocatedIn(britain, easternEurope)",,"BornIn(andrewWilson, easternEurope)","BornIn(andrewWilson, easternEurope)",,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
44,,,CHECKED,,,,"Andrew Wilson is a British historian and political scientist.
Andrew Wilson specializes in all countries in Eastern Europe.
Poland is in Eastern Europe.
Andrew Wilson is born in Britain.
Britain is not in Eastern Europe.",Andrew Wilson specializes in Poland.,,T,,,,,,,"British(andrewWilson) ∧ Historian(andrewWilson) ∧ PoliticalScientist(andrewWilson)
∀x (LocatedIn(x, easternEurope)→ SpecializeIn(andrewWilson, x))
LocatedIn(poland, easternEurope)
BornIn(andrewWilson, britain)
¬LocatedIn(britain, easternEurope)","British(andrewWilso) ∧ Historian(andrewWilso) ∧ PoliticalScientist(andrewWilso)
∀x (LocatedIn(x, easternEurope)→ SpecializeIn(andrew, x))
LocatedIn(poland, easternEurope)
BornIn(andrewWilson, easternEurope)
¬LocatedIn(britain, easternEurope)",,"SpecializeIn(andrewWilson, Poland)","SpecializeIn(andrewWilson, Poland)",,
,,,,,,,,,,,"2, 3",Andrew Wilson specializes in Poland.,,D1,universal instantiation and modus ponens,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
44,,,CHECKED,,,,"Andrew Wilson is a British historian and political scientist.
Andrew Wilson specializes in all countries in Eastern Europe.
Poland is in Eastern Europe.
Andrew Wilson is born in Britain.
Britain is not in Eastern Europe.",Andrew Wilson specializes in Britain.,,U,,,,,,,"British(andrewWilson) ∧ Historian(andrewWilson) ∧ PoliticalScientist(andrewWilson)
∀x (LocatedIn(x, easternEurope)→ SpecializeIn(andrewWilson, x))
LocatedIn(poland, easternEurope)
BornIn(andrewWilson, britain)
¬LocatedIn(britain, easternEurope)","British(andrewWilso) ∧ Historian(andrewWilso) ∧ PoliticalScientist(andrewWilso)
∀x (LocatedIn(x, easternEurope)→ SpecializeIn(andrew, x))
LocatedIn(poland, easternEurope)
BornIn(andrewWilson, easternEurope)
¬LocatedIn(britain, easternEurope)",,"SpecializeIn(andrewWilson, Britain)","SpecializeIn(andrewWilson, Britain)",,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
44,,,CHECKED,,,,"Andrew Wilson is a British historian and political scientist.
Andrew Wilson specializes in all countries in Eastern Europe.
Poland is in Eastern Europe.
Andrew Wilson is born in Britain.
Britain is not in Eastern Europe.",No British are political scientists.,,F,,,,,,,"British(andrewWilson) ∧ Historian(andrewWilson) ∧ PoliticalScientist(andrewWilson)
∀x (LocatedIn(x, easternEurope)→ SpecializeIn(andrewWilson, x))
LocatedIn(poland, easternEurope)
BornIn(andrewWilson, britain)
¬LocatedIn(britain, easternEurope)","British(andrew) ∧ Historian(andrew) ∧ PoliticalScientist(andrew)
∀x (EasternEurope(x) → Specialize(andrew, x))
∀x (Poland(x) → EasternEurope(x))
∀x (Born(andrew, x) → Britain(x))
∀x (Britain(x) → ¬EasternEurope(x))",,∀x (British(x) → ¬PoliticalScientist(x)),∀x (British(x) → ¬PoliticalScientist(x)),,
,,,,,,,,,,,1,Andrew Wilson is a British political scientist.,,D1,conjunction elimination,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
45,,,CHECKED,,,,"SR 287 is in Alabama.
Alabama is in the United States.
US 31 intersects with SR 287.
CR 47 intersects with SR 287.
If place A is located in place B and place B is located in place C, then place A is located in place C.","US 31 is in Alabama.
",,U,,,,,,,"In(sR287, alabama)
In(alabama, unitedStates)
Intersect(uS31, sR287)
Intersect(cR47, sR287)
∀x ∀y ∀z ((In(x, y) ∧ In(y, z)) → In(x, z))","LocatedIn(sR287, alabama)
LocatedIn(alabama, unitedStates)
Intersect(uS31, sR287)
∃x (cR47(x) ∧ sR287(x))
∀x ∀y ∀z ((LocatedIn(x, y) ∧ LocatedIn(y, z)) → LocatedIn(x, z))",,"In(uS31, alabama)","LocatedIn(uS31, alabama)",,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
45,,,CHECKED,,,,"SR 287 is in Alabama.
Alabama is in the United States.
US 31 intersects with SR 287.
CR 47 intersects with SR 287.
If place A is located in place B and place B is located in place C, then place A is located in place C.","CR 47 is not in Alabama.
",,U,,,,,,,"In(sR287, alabama)
In(alabama, unitedStates)
Intersect(uS31, sR287)
Intersect(cR47, sR287)
∀x ∀y ∀z ((In(x, y) ∧ In(y, z)) → In(x, z))","LocatedIn(sR287, alabama)
LocatedIn(alabama, unitedStates)
Intersect(uS31, sR287)
∃x (cR47(x) ∧ sR287(x))
∀x ∀y ∀z ((LocatedIn(x, y) ∧ LocatedIn(y, z)) → LocatedIn(x, z))",,"¬In(cR47, alabama)","¬LocatedIn(cR47, alabama)",,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
45,,,CHECKED,,,,"SR 287 is in Alabama.
Alabama is in the United States.
US 31 intersects with SR 287.
CR 47 intersects with SR 287.
If place A is located in place B and place B is located in place C, then place A is located in place C.",SR 287 is in United States.,,T,,,,,,,"In(sR287, alabama)
In(alabama, unitedStates)
Intersect(uS31, sR287)
Intersect(cR47, sR287)
∀x ∀y ∀z ((In(x, y) ∧ In(y, z)) → In(x, z))","LocatedIn(sR287, alabama)
LocatedIn(alabama, unitedStates)
Intersect(uS31, sR287)
∃x (cR47(x) ∧ sR287(x))
∀x ∀y ∀z ((LocatedIn(x, y) ∧ LocatedIn(y, z)) → LocatedIn(x, z))",,"In(sR287, unitedStates)","LocatedIn(sR287, unitedStates)",,
,,,,,,,,,,,"1, 2","SR 287 is in Alabama, which is in United States.",,D1,conjunction introduction,,,,,,,,
,,,,,,,,,,,"D1, 5",SR 287 is in in United States.,,D2,universal instantiation and modus ponens,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
46,,,CHECKED,,,,"Breeding back is a form of artificial selection by the deliberate selective breeding of domestic animals.
Heck cattle were bred back in the 1920s to resemble the aurochs.
Heck cattle are animals.
Aurochs are animals.
Some animals to be bred back resemble extinct animals.","Some Heck cattle are artificially selected.
",,T,,,,,,,"∀x (BreedingBack(x) → ArtificialSelection(x) ∧ DeliberateSelectiveBreedingOfDomesticAnimals(x))
∃x ∃y (HeckCattle(x) ∧ BreedingBack(x) ∧ Auroch(y) ∧ Resemble(x, y))
∀x (HeckCattle(x) → Animal(x))
∀x (Auroch(x) → Animal(x))
∃x ∃y (Animal(x) ∧ Animal(y) ∧ BreedingBack(x) ∧ (∀y(Dead(y))) ∧ Resemble(x, y))","∀x (BreedingBack(x) → ArtificialSelection(x) ∧ DeliberateSelectiveBreedingOfDomesticAnimals(x))
∃x ∃y (HeckCattle(x) ∧ BreedingBack(x) ∧ Auroch(y) ∧ Resemble(x, y))
∀x (HeckCattle(x) → Animal(x))
∀x (Auroch(x) → Animal(x))
∃x ∃y (Animal(x) ∧ Animal(y) ∧ BreedingBack(x) ∧ Extinct(y)∧ Resemble(x, y))",,∃x ∃y(HeckCattle(x) ∧ ArtificialSelection(x) ∧ (¬(x=y)) ∧ HeckCattle(y) ∧ ArtificialSelection(y)),∃x (HeckCattle(x) ∧ ArtificialSelection(x)),,
,,,,,,,,,,,1,Breeding back is a form of artificial selection.,,D1,conjunction elimination,,,,,,,,
,,,,,,,,,,,2,Heck cattle were bred-back in the 1920s.,,D2,conjunction elimination,,,,,,,,
,,,,,,,,,,,"D1, D2",Heck cattle were artificially selected in the 1920s.,,D3,hypothetical syllogism,,,,,,,,
,,,,,,,,,,,D3,Some Heck cattle were artificially selected in the 1920s.,,D4,existential generalization,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
46,,,CHECKED,,,,"Breeding back is a form of artificial selection by the deliberate selective breeding of domestic animals.
Heck cattle were bred back in the 1920s to resemble the aurochs.
Heck cattle are animals.
Aurochs are animals.
Some animals to be bred back resemble extinct animals.",Aurochs are extinct.,,U,,,,,,,"∀x (BreedingBack(x) → ArtificialSelection(x) ∧ DeliberateSelectiveBreedingOfDomesticAnimals(x))
∃x ∃y (HeckCattle(x) ∧ BreedingBack(x) ∧ Auroch(y) ∧ Resemble(x, y))
∀x (HeckCattle(x) → Animal(x))
∀x (Auroch(x) → Animal(x))
∃x ∃y (Animal(x) ∧ Animal(y) ∧ BreedingBack(x) ∧ (∀y(Dead(y))) ∧ Resemble(x, y))","∀x (BreedingBack(x) → ArtificialSelection(x) ∧ DeliberateSelectiveBreedingOfDomesticAnimals(x))
∃x ∃y (HeckCattle(x) ∧ BreedingBack(x) ∧ Auroch(y) ∧ Resemble(x, y))
∀x (HeckCattle(x) → Animal(x))
∀x (Auroch(x) → Animal(x))
∃x ∃y (Animal(x) ∧ Animal(y) ∧ BreedingBack(x) ∧ Extinct(y)∧ Resemble(x, y))",,∀x (Auroch(x) → Dead(x)),∀x (Auroch(x) → Extinct(x)),,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
47,,,CHECKED,,,,"A controlled substance is a drug.
There exist both harmful and beneficial controlled substances.
If a child is exposed to a controlled substance, he or she is in chemical endangerment.
Chemical Endangerment is harmful. 
The Controlled Substances Act was an act passed in 1971.
Some Acts prevent harmful things.",The Controlled Substances Act prevents harmful things.,,"U
",,,,,,,"∀x (ControlledSubstances(x) → Drugs(x))
∃x ∃y (ControlledSubstances(x) ∧ ControlledSubstances(y) ∧ (¬(x=y)) ∧ Beneficial(x) ∧ Harmful(y))
∀x ∀y (Child(x) ∧ ExposedToControlledSubstance(x, y) → InChemicalEndangerment(x))
∀x (InChemicalEndangerment(x) → InHarm(x))
PassedIn(controlledSubstancesAct, year1971) ∧ Act(controlledSubstancesAct)
∃x (Act(x) ∧ PreventsHarm(x))","∀x (ControlledSubstances(x) → Drugs(x))
∃x ∃x (ControlledSubstances(x) ∧ ControlledSubstances(y) ∧ Beneficial(x) ∧ Harmful(y))
∀x ∀y (Child(x) ∧ ExposedToControlledSubstance(x, y) → InChemicalEndangerment(x))
∀x (InChemicalEndangerment(x) → InHarm(x))
PassedIn(controlledSubstancesAct, year1971) ∧ Act(controlledSubstancesAct)
∃x (Act(x) ∧ PreventsHarm(x))",,PreventsHarm(controlledSubstancesAct),ActsPreventHarm(controlledSubstancesAct),,
