story_id,Truth Value,Premises used,Derivation,Derivation - Corrected,Derivation index,Inference rule
242,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
243,F,,,,,
,,"4, 5",John can make a delicous meal.,,D1,universal instantiation
,,"3, D1",John has a talent of cooking.,,D2,universal instantiation
,,"2, D2",John can distinguish the taste of different condiments.,,D3,universal instantiation
,,"1, D3",John can use different condiments to cook.,,D4,universal instantiation
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
244,T,,,,,
,,"6, 7",Sarah will go to Vermont.,,D1,universal instantiation
,,"D1, 2",Sarah will drive to Vermont.,,D2,modus ponens
,,"4, D2",Sarah does not own a car and is driving to Vermont.,,D3,conjunction introduction
,,D3,Sarah does not own a car to drive somewhere,,D4,existential introduction
,,"3, D3",Sarah will either borrow a car or rent a car.,,D5,universal instantiation
,,"5, 6",Sarah will not borrow a car.,,D6,modus ponens
,,"D5, D6",Sarah will rent a car.,,D7,disjunctive syllogism
,,"1, D7",Sarah will spend money this weekend.,,D8,universal instantiation
,,,,,,
,,,,,,
245,T,,,,,
,,"2, 6",The Surprising Adventures of Sir Digby Chicken Caesar is a superhero movie named after Sir Digby.,,D1,conjunction introduction
,,"D1, 5",Sir Digby is a good guy in a superhero movie.,,D2,modus ponens
,,"D2, 1",Sir Digby wins.,,D3,modus ponens
,,"D3, 7",The person whom Sir Digby fights loses.,,D4,modus ponens
,,"D4, 4",Sir Digby’s nemesis loses.,,D5,modus ponens
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
246,T,"5, 6",Hugo is at home.,,D1,modus ponens
,,"3, 4",It is winter.,,D2,modus ponens
,,"D2, 2",Hugo's apartment is cold.,,D3,universal instantiation and modus ponens
,,"D1, D3","Hugo is at home, and his apartment is cold now.",,D4,conjunction introduction
,,"1, D4",Hugo is wearing a sweater.,,D5,universal instantiation and modus ponens
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
247,F,"1, 2","For every two people who understand languageA, they can communicate with each other.",,D1,modus ponens
,,"D1, 3",Katya or Danil does not know languageA.,,D2,transposition
,,"D2, 4",Danil does not know languageA.,,D3,disjunctive syllogism
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
248,F,"3, 4","If Jane saves enough money for the summer, she will go to the Berlin zoo.",,D1,hypothetical syllogism
,,"D1, 5"," If Jane saves enough money for the summer, she will see some of the animals that live in Germany.",,D2,hypothetical syllogism
,,"D2, 1, 2","If Jane saves enough money for the summer, she will not see a kangaroo.",,,disjunctive syllogism
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
249,T,,,,,
,,6,Luke can make cookies and muffins.,,D1,conjunction elimination
,,"4, D1",Luke is a baker.,,D2,universal instantiation
,,6,Luke can make scrambled eggs.,,D3,conjunction elimination
,,"D2, D3",Luke is a baker who can make scrambled eggs.,,D4,conjunction introduction
,,"5, D4",Luke can make a good breakfast.,,D5,universal instantiation
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
249,F,"1,3",Every chef can make scrambled eggs and pasta.,,D1,hypothetical syllogism
,,6,Luke can't make pasta.,,D2,conjunction elimination
,,"D1, D2",Luke isn't a chef.,,D3,modus tollens
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
250,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
251,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
252,F,"6, 3","Because of the embargo, Russia is experiencing a sharp decrease in exports.",,D1,universal instantiation
,,"D1, 4",Russia’s national currency cannot be strong.,,D2,universal instantiation
,,"D2, 5",Russia cannot control inflation.,,D3,universal instantiation
,,"D3, D2",Russia cannot control inflation and it does not have a strong national currency.,,D4,conjunction introduction
,,"D4, 1","In Russia, an effective monetary policy is not possible.",,D5,modus tollens
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
253,F,"1, 2",No snake has fur.,,D1,hypothetical syllogism
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
254,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
255,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
256,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
257,T,"1, 2",Some mammals are not pets.,,D1,universal instantiation
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
258,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
259,F,"1, 2",No humans are horses.,,D1,na
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
260,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
261,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
262,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
263,F,"1, 2",Some important scientific achievements are not U.S. inventions.,,D1,universal instantiation
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
264,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
265,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
266,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
267,T,"1, 2",Some people who have commited a crime are products of broken homes.,,D1,universal instantiation
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
268,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
269,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
270,T,"1, 2",No sports cars are automobiles designed for family use.,,D1,modus ponens
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
271,T,"1, 2",No plants are mushrooms.,,D1,modus ponens
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
272,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
273,F,"1, 2",Ay Zor is a popular musician.,,D1,universal instantiation and modus ponens
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
274,T,"1, 2",Adam Buska plays what Americans call soccer.,,D1,universal instantiation and modus ponens
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
275,F,"1, 2",Bulbophyllum attenuatum is an orchid.,,D1,universal instantiation
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
276,T,"1, 2",Drishti is free to modify.,,D1,universal instantiation
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
277,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
278,T,"1, 2",The bottle is toppled over.,,D1,disjunctive syllogism
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
279,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
280,F,"1, 2",At least one event is not sad.,,D1,na
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
281,T,"1, 2",Not all bears are wild.,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
282,T,"1, 2",All squares are shapes.,,D1,hypothetical syllogism
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
283,F,"1, 2",All chairs are objects.,,D1,hypothetical syllogism
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
284,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
285,F,,,,,
,,"1, 2",No roses are noisy.,,D1,hypothetical syllogism
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
286,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
287,T,"1, 2",Some living things are plants.,,D1,universal instantiation
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
288,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
289,F,"1, 2",Some phones are electronic.,,D1,na
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
290,T,"1, 2",Some pieces of furniture are round.,,D1,na
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
291,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
292,F,"1, 2",Some birds never swim.,,D1,na
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
293,T,"1, 2",Some four legged animals sleep.,,D1,na
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
294,T,"1, 2",No snake has feathers.,,D1,hypothetical syllogism
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
295,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
296,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
297,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
298,F,"1, 2","If violence is good, it is lawful. ",,D1,hypothetical syllogism
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
299,F,"1, 2",Elation is not positive.,,D1,universal instantiation and modus ponens
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
300,T,"1, 2","If entertainment is interesting, it will be well-known. ",,D1,hypothetical syllogism
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
301,U,"1, 2",V is invigorating,,D1,modus ponens
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
302,T,"1, 2",There exist art pieces that do not require practice.,,D1,na
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
303,T,"1, 2",I should not worry about traffic.,,D1,universal instantiation
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
304,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
304,F,"1, 3",All papers selected as best paper candidates need to be presented offline at ICLR.,,D1,hypothetical syllogism
,,"D1, 2",All papers selected as best paper candidates are not rejected by the committee.,,D2,hypothetical syllogism
,,"5, D2",The paper named “Analytic-DPM” is not rejected by the committee.,,D3,universal instantiation and modus ponens
,,D3,“Analytic-DPM” is a best paper candidate and it is not rejected by the committee.,,D4,conjunction introduction
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
304,T,,,,,
,,"3, 5","The paper named ""Analytic-DPM"" was accepted as oral.",,D1,universal instantiation and modus ponens
,,"1, D1","The paper named ""Analytic-DPM"" needs to be presented offline at ICLR.",,D2,universal instantiation and modus ponens
,,"2, D2","The paper named ""Analytic-DPM"" is not rejected by the committee.",,D3,universal instantiation and modus ponens
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
305,F,,,,,
,,"1, 2",All runners from Yale Running Club finished the Boston marathon within 3 hours.,,D1,hypothetical syllogism
,,D1,All runners who did not finish the Boston marathon within 3 hours are not from Yale Running Club.,,D2,transposition
,,2,All runners who are not ranked in the top 1000 in the Boston Marathon are not from Yale Running Club. ,,D3,transposition
,,3,"Any runner that is not from Yale Running club, is not wearing a T-shirt with a bulldog logo.",,D4,transposition
,,5,"Tim is a runner who did not finish the Boston marathon within 3 hours, or is not from the Yale Running Club, or is not in the top 1000 in the Boston Marathon.",,D5,material implication
,,"D5, D2","Tim is a runner not from the Yale Running Club, or is not from the Yale Running Club, or is not in the top 1000 in the Boston Marathon.",,D6,ORUni2
,,"D6, D3","Tim is a runner not from Yale Running Club, or is not from Yale Running Club, or is not from the Yale Running Club.",,D7,ORUni2
,,D7,Tim is not a runner from Yale Running Club.,,D8,idempotent
,,"D8, D4",Tim is not a runner wearing T-shirts with the bulldog logo.,Tim is not both a runner and wearing T-shirts with the bulldog logo.,D9,universal instantiation and modus ponens
,,6,Tim is not a runner majoring in computer science or Tim is either wearing T-shirts with the bulldog logo or is a runner from Yale Running Club. ,,D10,material implication
,,"D8, D9",Tim is not a runner from Yale Running Club and is not a runner wearing T-shirts with the bulldog logo.,,D11,conjunction introduction
,,"D11, D10",Tim is not a runner majoring in computer science.,,D12,disjunctive syllogism
305,T,,,,,
,,"1, 2",All runners from Yale Running Club finished the Boston marathon within 3 hours.,,D1,hypothetical syllogism
,,D1,All runners who did not finish the Boston marathon within 3 hours are not from Yale Running Club.,,D2,transposition
,,2,All runners who are not ranked in the top 1000 in the Boston Marathon are not from Yale Running Club. ,,D3,transposition
,,3,All runners that are not from Yale Running Club are not wearing T-shirts with the bulldog logo.,,D4,transposition
,,5,"Tim is a runner who did not finish the Boston marathon within 3 hours, or is not from the Yale Running Club, or is not in the top 1000 in the Boston Marathon.",,D5,material implication
,,"D5, D2","Tim is a runner not from the Yale Running Club, or is not from the Yale Running Club, or is not in the top 1000 in the Boston Marathon.",,D6,ORUni2
,,"D6, D3","Tim is a runner not from Yale Running Club, or is not from Yale Running Club, or is not from the Yale Running Club.",,D7,ORUni2
,,D7,Tim is not a runner from Yale Running Club.,,D8,idempotent
,,"D8, D4",Tim is not a runner wearing T-shirts with the bulldog logo.,,D9,universal instantiation and modus ponens
,,6,Tim is not a runner majoring in computer science or Tim is either wearing T-shirts with the bulldog logo or is a runner from Yale Running Club. ,,D10,material implication
,,"D8, D9",Tim is not a runner from Yale Running Club and is not a runner wearing T-shirts with the bulldog logo.,,D11,conjunction introduction
,,"D11, D10",Tim is not a runner majoring in computer science.,,D12,disjunctive syllogism
,,"D12, D8",Tim is not a runner from Yale Running club and is not a runner majoring in computer science. ,,D13,conjunction introduction
305,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
306,F,,,,,
,,5,"If the Hamden Plaza Subway store is popular among local residents, then it does not have a rating greater than 4.",,D1,XOR4
,,4,"If the Hamden Plaza Subway store does not have a rating greater than 4, then it is not popular among local residents.",,D2,transposition
,,"D1, D2","If the Hamden Plaza Subway store is popular among local residents, then it is not popular among residents.",,D3,hypothetical syllogism
,,D3,The Hamden Plaza Subway store is not popular among local residents or it is not popular among local residents.,,D4,material implication
,,D4,The Hamden Plaza Subway store is not popular among residents.,,D5,idempotent/tautology
,,"D5, 5",The Hamden Plaza Subway store has a rating greater than 4.,,D6,disjunctive syllogism
,,"1, 2",All restaurants with a rating greater than 4 does not receive many negative reviews.,,D7,hypothetical syllogism
,,"D6, D7",The Hamden Plaza Subway store does not receive many negative reviews.,,D8,universal instantiation
,,"D8, D5",The Hamden Plaza Subway store does not receive many negative reviews and is not popular among local residents,,D9,conjunction introduction
,,,,,,
306,T,,,,,
,,5,"If the Hamden Plaza Subway store is popular among local residents, then it does not have a rating greater than 4.",,D1,XOR4
,,4,"If the Hamden Plaza Subway store does not have a rating greater than 4, then it is not popular among local residents.",,D2,transposition
,,"D1, D2","If the Hamden Plaza Subway store is popular among local residents, then it is not popular among residents.",,D3,hypothetical syllogism
,,D3,The Hamden Plaza Subway store is not popular among local residents or it is not popular among local residents.,,D4,material implication
,,D4,The Hamden Plaza Subway store is not popular among residents.,,D5,idempotent/tautology
,,"D5, 5",The Hamden Plaza Subway store has a rating greater than 4.,,D6,disjunctive syllogism
,,"1, 2",All restaurants with a rating greater than 4 does not receive many negative reviews.,,D7,hypothetical syllogism
,,"D6, D7",The Hamden Plaza Subway store does not receive many negative reviews.,,D8,universal instantiation
,,,,,,
,,,,,,
306,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
307,F,,,,,
,,"3, 4",Eveything that does not receive a final grade in the course is unfinished in the course.,All work that does not receive a final grade in the course is unfinished in the course.,D1,hypothetical syllogism
,,"D1, 2",Eveything that does not receive a final grade in the course is led by 2 members.,All work that does not receive a final grade in the course is led by a team of two members.,D2,hypothetical syllogism
,,1,"If something is led by a team with 2 members, then it is not selected for the Hall of Fame in the course.","If a project is led by a team with two members, then it is not selected for ""Hall of Fame"" of the course.",D3,transposition
,,"D2, D3",Eveything that does not receive a final grade in the course is not selected for the Hall of Fame in the course.,"All work that does not receive a final grade in the course is not selected for ""Hallf of Fame"" of the course.",D4,hypothetical syllogism
,,"D4, 5",“Nothing to do” is not selected for the Hall of Fame in the course or is not selected for the Hall of Fame in the course..,"The project called ""Sustainable Energy Sources"" is not selected for ""Hall of Fame"" of the course or is not selected for ""Hall of Fame"" of the course.",D5,ORUni2
,,D5,“Nothing to do” is not selected for the Hall of Fame in the course.,"The project called ""Sustainable Energy Sources"" is not selected for ""Hall of Fame"" of the course.",D6,idempotent
,,,,,,
,,,,,,
,,,,,,
,,,,,,
307,T,,,,,
,,"3, 4",Eveything that does not receive a final grade in the course is unfinished in the course.,All work that does not receive a final grade in the course is unfinished in the course.,D1,hypothetical syllogism
,,"D1, 2",Eveything that does not receive a final grade in the course is led by 2 members.,All work that does not receive a final grade in the course is led by a team of two members.,D2,hypothetical syllogism
,,1,"If something is led by a team with 2 members, then it is not selected for the Hall of Fame in the course.","If a project is led by a team with two members, then it is not selected for ""Hall of Fame"" of the course.",D3,transposition
,,"D2, D3",Eveything that does not receive a final grade in the course is not selected for the Hall of Fame in the course.,"All work that does not receive a final grade in the course is not selected for ""Hallf of Fame"" of the course.",D4,hypothetical syllogism
,,"D4, 5",“Nothing to do” is not selected for the Hall of Fame in the course or is not selected for the Hall of Fame in the course..,"The project called ""Sustainable Energy Sources"" is not selected for ""Hall of Fame"" of the course or is not selected for ""Hall of Fame"" of the course.",D5,ORUni2
,,D5,“Nothing to do” is not selected for the Hall of Fame in the course.,"The project called ""Sustainable Energy Sources"" is not selected for ""Hall of Fame"" of the course.",D6,idempotent
,,,,,,
,,,,,,
,,,,,,
,,,,,,
307,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
308,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
308,T,,,,,
,,"1, 2",All video games in the Pokemon series are not supported by the PS4 platform.,,D1,hypothetical syllogism
